path,version,artifact_type,function,size_bytes,one_line_desc,sha256,secondary_function
prompt-templates/video/viral-k-pop-dance-choreography.json,open-design,prompt,discovery,2076,"""title"": ""Viral K-pop Dance Choreography"",",137510edad5405c184f10e77ef52b111108f16013c9bc1afdd6ef169bddf15ba,
prompt-templates/video/ancient-guardian-dragon-rescue.json,open-design,prompt,discovery,3797,"""title"": ""Ancient Guardian Dragon Rescue"",",907b5050f411a42fe493a11d84e7618d2a8bfd4d79683d75b639342c8e671f97,
prompt-templates/video/hyperframes-website-to-video-promo.json,open-design,prompt,discovery,3114,"""title"": ""HyperFrames: Website-to-Video Pipeline (15-Second Marketing Cut)"",",5aa514b66a6edb347360022632eca9ee288d8c592f52fc0b4fb5fc29436b9e97,
scripts/sync-hyperframes-skill.mjs,open-design,script,build,6861,// Maintainer tool: refresh the vendored HyperFrames skill in,a1ada6f7af1fd5be7bd982d66c8cb0b781010f3b03d0079410d3c1045cff978d,
scripts/scaffold-html-ppt-skills.mjs,open-design,script,build,18351,// Scaffold one Open Design skill per upstream html-ppt full-deck template.,cd0ab674639d09bd3c06fb6211280efdb92ed12866721078284bb3a63fd0b0cb,
scripts/postinstall.mjs,open-design,script,build,1296,if (pnpmExecPath != null && pnpmExecPath.length > 0) {,f9be11651bbc44eff65ce236b216cb29006b4d4626282b3fd66100ed90ed10bb,
scripts/release-beta.ts,open-design,script,build,8295,type GitHubReleaseAsset = {,29d6f71d62ca1b935957e091376b99e3892070e98de0863492c4aec77e28ad74,
scripts/sync-community-pets.ts,open-design,script,build,12955,// Sync community Codex pets from the public catalogs into the local,569cb0003077c374eb2e7a5ac06df3fed3281bf33a3264d911e1ce9170448a74,
scripts/sync-litellm-models.ts,open-design,script,build,2652,// Sync apps/web/src/state/litellm-models.json from BerriAI/litellm.,f5752667372b1b82352f7414c89b72599c1ebee7a067ad1ff27f6692d6db0c84,
scripts/bake-community-pets.ts,open-design,script,build,6370,// Bake a curated handful of community pets from Codex Pet Share into,979e7fcdf2db61d1b2717f825e4039445137c5fd48621330bad6b51124ba6065,
scripts/bake-html-ppt-examples.mjs,open-design,script,build,5287,// Bake self-contained example.html files for each html-ppt full-deck template.,68f503176224ff14cffc6d682c68db4a70af12327827a8e8c4e271ca2aaf2536,
scripts/import-prompt-templates.mjs,open-design,script,build,14561,Pulls down the upstream prompt corpora (CC BY 4.0) and emits curated,5314bd802c06f7701a755717353a64b24c4d63ad26ac303d9ae7f4bfa7698244,
scripts/verify-media-models.mjs,open-design,script,build,5607,// Drift check between the TypeScript source-of-truth registry,49e837a85439385c1ea051d28bcdb3b561366bd8692bbbb8877f56430e6ceee5,
scripts/check-residual-js.ts,open-design,script,build,3606,// Maintainer utility scripts ported from the media branch. They are,2b58dca2f2b0c36856ca96d892d2bf01e56143815ff38b350d13853780105634,
scripts/sync-design-systems.ts,open-design,script,build,5644,// Sync design-systems/ from the upstream getdesign npm package.,7717157c948cb771ff099c486f65a6222ae890062f634e6fb88038d30469cdee,
scripts/release-stable.ts,open-design,script,build,4919,type GitHubRelease = {,e3cfb70fe4ad7cb26587ae1d1142d0d2e484782018766e8e656e0bdfce50517f,
e2e/scripts/reset-artifacts.ts,open-design,script,build,1794,for (const target of targets) {,a7434c0efbfde3533b19c3314cb2538e8bc63774cb750c973b83f6737919d467,
e2e/scripts/runtime-adapter.e2e.live.test.ts,open-design,script,build,10795,version?: string | null;,660b51cb177fe28638fd0b7b15f0367d36947d795e8376d1612a410405dbfb80,
tools/AGENTS.md,open-design,other,build,2579,Follow the root AGENTS.md first. This file only records module-level boundaries for tools/.,09a2d02b84a50583b13ea4e39511f7983d5d48f72ac8c7cdbdbda9e46531d8ab,
tools/pack/README.md,open-design,other,build,8925,Local packaging control plane for Open Design.,430a670be5b385f13926c8824e9155122872079301ecd788e35ba6803691a5ed,
tools/pack/AGENTS.md,open-design,other,build,2031,Follow the root AGENTS.md and tools/AGENTS.md first. This tool owns the repo-external packaged build/start/stop/logs com,1f9a993535bc025b02b4e225088f352f9117cf6d9eb7f0633f2d5da76a7a658c,
tools/pack/bin/tools-pack.mjs,open-design,script,build,495,"tools-pack dist entry not found at ${distEntry}. Run ""pnpm --filter @open-design/tools-pack build"" first.,",89e97e62bc5d5ee481be5a6f318db19f13a1cda69cbb8510f2cadd23f44d7a9d,
tools/pack/src/config.ts,open-design,script,build,4989,containerized?: boolean;,6c76f24f1965564162b443cb393f1f28e427fff1d01c93e2c8fbe42ace577c61,
tools/pack/src/resources.test.ts,open-design,script,build,2076,"describe(""copyBundledResourceTrees"", () => {",7956fb52f86f2311f8e21844610f0dc3042aba7b6718fab92ad975be7f1ffb8e,
tools/pack/src/linux.ts,open-design,script,build,38034,"type DesktopStatusSnapshot,",4afb08fb88f0eddbdf9366429b22472f5724696982b450ca7a9ed34c3deaf607,
tools/pack/src/index.ts,open-design,script,build,6601,"import { cac } from ""cac"";",31502b0295c8fb78d7490b313e1fa01a1abecd05a56521ef9f4b31e286fb7ba9,
tools/pack/src/mac.ts,open-design,script,build,32393,"type DesktopStatusSnapshot,",78ea651846911b195a3de35b721746269b886433b7bee1a39d2a84233db70c3b,
tools/pack/src/resources.ts,open-design,script,build,2268,function resolveToolsPackRoot(startDir: string): string {,c2801821a89b926668bb8ec1fd66bb34f50d16b284bc7ddcf27e5a481f716dce,
tools/pack/src/linux.test.ts,open-design,script,build,8638,function makeConfig(): ToolPackConfig {,74dc268b84e1fdb4cacaccf83276798de6c0b6cc6312aa08106f6d0c228b24f3,
tools/pack/src/win.ts,open-design,script,build,48680,"type DesktopStatusSnapshot,",51b0439251d6f310e308dab9f01b2620fcb1578774f4037d0801cfb7bd1534ff,
tools/dev/bin/tools-dev.mjs,open-design,script,build,647,if (missingDistEntries.length > 0) {,e597590495cab5d4e14faa8207ed80281ded800fc33134a9257a174c6b8bbfb7,
tools/dev/src/config.ts,open-design,script,build,7147,"import { createRequire } from ""node:module"";",a1f82d40a2ef3a626539fcc6ce7c86c7088c07446abdf543a676bd76d2f4df9b,
tools/dev/src/diagnostics.test.ts,open-design,script,build,1853,"describe(""tools-dev diagnostics"", () => {",df993c4d2b1fd43039611e77d32e7a3673bd6ddf79c9da830695e824a2a42175,
tools/dev/src/diagnostics.ts,open-design,script,build,2164,if (!NATIVEADDONABIMISMATCHPATTERN.test(logText) && !NODEMODULEVERSIONPATTERN.test(logText)) return [];,7f7c53d7625f24c4ce38cf26ab5a4ffbd7b7e2f1a17b51d4141edca3cc17db43,
tools/dev/src/index.ts,open-design,script,build,38252,"type DaemonStatusSnapshot,",394bfcf605aee9ce33bc20e3d8c8b84e41b503d53e1bfca138d1231b218c8065,
tools/dev/src/sidecar-client.ts,open-design,script,build,3186,"return resolveAppIpcPath({ app: APPKEYS.DAEMON, contract: OPENDESIGNSIDECARCONTRACT, namespace: runtime.namespace });",36b0900d9ee9420ff19ab4d54bfd22fedd70b3db99db5a8db7e08650dfd574b1,
apps/AGENTS.md,open-design,doc,intake,2561,Follow the root AGENTS.md first. This file only records module-level boundaries for apps/.,8e8ef8faaaa49a9d3a4f222f2eb91eef597a4dc66c425b980ed3179827e3ba61,
apps/packaged/README.md,open-design,doc,intake,309,Thin packaged Electron runtime entry for Open Design.,9597475f03609635aa265a44c4f2506690a148593c20df9932ab31a9bc41341c,
apps/packaged/AGENTS.md,open-design,doc,intake,970,Follow the root AGENTS.md and apps/AGENTS.md first. This app owns only the packaged Electron runtime assembly entry.,07371f9814de71a798bd3d1140a66d3a19588242775ea7597fd73cef912d31c1,
apps/landing-page/,open-design,scaffold,build,120215,Application scaffold with build config at apps/landing-page/,6f564389c8cef297996f4feda5de946d725fa109fdf011703d3c4566bf469380,
apps/web/,open-design,scaffold,build,2324392,Application scaffold with build config at apps/web/,9116e4d45a34fb4a3fdbf57e2855105e452dbeb49f693938390596c19cf356fe,
CLAUDE.md,desigjn-toolkit,doc,intake,18753,Pro-level website design workspace. Next.js 16 + React 19 + Tailwind 4 + shadcn/ui. GSAP + Framer Motion for animation. ,078c2045cd8972990ea9cffe280cab0f937a142bec80b29a4c9a5a038e757740,
.claude/settings.json,desigjn-toolkit,settings,intake,2837,"""$schema"": ""https://json.schemastore.org/claude-code-settings.json"",",1858f038ad3445c256ef09f097b4f42f361a694bb1fb0815c8ecacc3640095c2,
.claude/skills-ecc/ui-demo.md,desigjn-toolkit,skill,build,15244,"Record polished demo videos of web applications using Playwright's video recording with an injected cursor overlay, natu",b5b2bac1adbd3ffc0b34f589ff26b06ececc7d9f896c5a305b89aa834b0bb254,
.claude/skills-ecc/multi-frontend.md,desigjn-toolkit,skill,build,5340,"Frontend-focused workflow (Research → Ideation → Plan → Execute → Optimize → Review), Gemini-led.",d0e093a02c3d2ed300c3dd5485f93a363bd45e1ac000fc532e3cea5620c4d336,
.claude/skills-ecc/frontend-slides.md,desigjn-toolkit,skill,build,6547,"Create zero-dependency, animation-rich HTML presentations that run entirely in the browser.",bc890c0deeb766e78991d6de150fd981a70b3dac5507a4d20b43c1a210b1819d,
.claude/skills-ecc/frontend-patterns.md,desigjn-toolkit,skill,build,14773,"Modern frontend patterns for React, Next.js, and performant user interfaces.",dd04a1c02503036ee7f4d649c9b7b75d2e6954a94d6f464faedfa992701d1978,
.claude/skills/frontend-aesthetics.md,desigjn-toolkit,skill,build,4457,"You tend to converge toward generic, ""on distribution"" outputs. In frontend design, this creates the ""AI slop"" aesthetic",ca5ce0e2151e366e8c4153127473bb659f62d13032a9a5986575d84021b7959c,
.claude/skills/design-research.md,desigjn-toolkit,skill,build,1752,Extract design patterns from reference websites.,a0ed867799483c442b590d629314a37c4131c3ed8d556703f811184d3386abca,
.claude/skills/add-component.md,desigjn-toolkit,skill,build,1556,"Add a shadcn/ui component, then customize it for the project design system.",81a7aaa6997f5b1f522038e998e0ce7e3547700e281f3dd457ad2e2a725d6796,
.claude/skills/visual-qa.md,desigjn-toolkit,skill,build,1427,Systematic visual quality assurance.,f5daa9c7e6cac924b488ad574fc2189aa42c6927f778a39b097a0c96096808d8,
.claude/skills-official/theme-factory.md,desigjn-toolkit,skill,build,3124,"This skill provides a curated collection of professional font and color themes themes, each with carefully selected colo",c35893e221e28895c52143cc11bf30e41a44817796b39d4b15727dadc9796552,
.claude/skills-official/webapp-testing.md,desigjn-toolkit,skill,build,3913,"To test local web applications, write native Python Playwright scripts.",51b7349e77ec63b7744a6f63647e7566a0b4d2e301121cc10e8c2113af6556a2,
.claude/skills-official/canvas-design.md,desigjn-toolkit,skill,build,11939,These are instructions for creating design philosophies - aesthetic movements that are then EXPRESSED VISUALLY. Output o,a1f288079624402f30682753c1d43920b6664785698d21d3e7aa197450a6448b,
.claude/skills-official/web-artifacts-builder.md,desigjn-toolkit,skill,build,3087,"To build powerful frontend claude.ai artifacts, follow these steps:",81c5002c6643b0de7b8710b00e7a9038daa6fb9b68d59870ee6adb12da8d10f8,
.claude/skills-official/frontend-design.md,desigjn-toolkit,skill,build,4440,"This skill guides creation of distinctive, production-grade frontend interfaces that avoid generic ""AI slop"" aesthetics.",b81e2ff87ed8fa4d6c377ccb127a7254c9e6a77e3ae94f21e6b514f7bb2945a0,
.claude/skills-official/brand-guidelines.md,desigjn-toolkit,skill,build,2235,"To access Anthropic's official brand identity and style resources, use this skill.",1120b3769e2985cefb3d25be981b1f914abeba57ae079b83c20c666c164fa9fe,
.claude/agents/qa-visual-agent.md,desigjn-toolkit,agent,build,1767,Test visual output across browsers and viewports.,6ceda5ecb069a0eda47337930c31d83d654aa4b4e9009ef53770865c97e36dd0,
.claude/agents/design-system-agent.md,desigjn-toolkit,agent,build,1649,"Build consistent, scalable design systems for Next.js + Tailwind 4 + shadcn/ui projects.",21cb9a76aa77b7e4911cb8c6a12b7259b9ba42568dfdb83c276e956cf8cc1a58,
.claude/agents/layout-agent.md,desigjn-toolkit,agent,build,1823,"Build semantic, responsive, accessible page layouts for Next.js.",18fc22f6547ab356b4f0820023352a72c8398e1215a272da9c3eb64e692c9e94,
.claude/agents/animation-agent.md,desigjn-toolkit,agent,build,1756,"Build performant, accessible animations for React/Next.js projects.",6543440d587ab00c8badf413a4cc1f452b7e4954805d2cdca42c3f83d012ddf0,
.claude/agents/research-agent.md,desigjn-toolkit,agent,build,1716,Research competitor sites and extract design patterns.,e5164fbc0682e4aeeaf0d16eb14157c0fab6a044b069ffd44c2be8ad6ea3f4fd,
.claude/memory/DESIGN_SYSTEM.md,desigjn-toolkit,memory,intake,2555,| Token | Value | Usage |,bab8072115bd30a4ca73da8e7028e3b14d7baffc3195556e29ebe784192d110f,
.claude/memory/COMPETITOR_RESEARCH_WORKFLOW.md,desigjn-toolkit,memory,intake,3401,Run this workflow at the start of every new client project. Research informs design variation selection and prevents sam,e0c2841e267e039a25df9bbfe911867a540898be7ca884b914e0c391f16c8b57,
.claude/memory/BRAND_BOOTSTRAP_WORKFLOW.md,desigjn-toolkit,memory,intake,3790,"Client has no existing website, no logo, no brand identity. Must generate a complete visual identity from research and c",29cf9b30233c24c6215331b241306db59217dc8ead8e8a7922c8c4ca1e519051,
.claude/memory/DESIGN_SPEC_TEMPLATE.md,desigjn-toolkit,memory,intake,4426,"Produce this spec before any implementation. Human approves, then code follows the spec. If implementation reveals a spe",25461e3836603e2cbd98c1bfd48e9bed953b4aa23b425814ffe23f80cbbbf2ee,
.claude/memory/SKILL_ARCHITECTURE.md,desigjn-toolkit,memory,intake,3307,"Based on Nate Herk's framework (via Firecrawl blog, Apr 2026) and the Agent Skills open standard.",ca3ee6c14ff52a609faf60090495f5f0a72300501eec7952dcc5e02c44323b2f,
.claude/memory/DECISIONS.md,desigjn-toolkit,memory,intake,6199,Decision: Next.js 16 + React 19 + Tailwind 4 + shadcn/ui,d5925ee535a7dc27d10a68912a36242ee410f66856eaffcb8a68d04fc957abe5,
.claude/memory/COMMUNITY_SKILLS_ECOSYSTEM.md,desigjn-toolkit,memory,intake,6378,Open-source Claude Code skills for frontend design. Installable via gh skill install or manual clone to .claude/skills/.,abcd5ad6830f60bc1d98e2a82df93d28fe3eeadb2daead4773f84972bef167cb,
.claude/memory/DESIGN_VARIATIONS.md,desigjn-toolkit,memory,intake,5756,AI has too many degrees of freedom = generic output. This system forces unique choices through constraints.,50cd25a265d38d50b086b2a06d85758b3ddc9b1a5ae4f6929345b42aa0b5e901,
.claude/memory/BUILD_GOTCHAS.md,desigjn-toolkit,memory,intake,6709,"Technical issues, breaking changes, and fixes discovered during real builds. Read this before starting any implementatio",07ba8310ca6e8fdee491306a878e5fe8d6d284a928aae40264b475a61c114881,
.claude/memory/QUALITY_GATES.md,desigjn-toolkit,memory,intake,3306,Every change must pass ALL gates before being considered complete.,88c5c3533085191c421d313796e7d0057d31c612dc0e81f8e54dc19d282e720e,
.claude/memory/ANIMATION_REGISTRY.md,desigjn-toolkit,memory,intake,5864,1. Never use the same animation component on 2 consecutive projects,1699a53069414880c7451e8ecc719b3191be853347110334cfbc39a37f890a55,
.claude/memory/MEMORY_INDEX.md,desigjn-toolkit,memory,intake,6343,Read these files at the start of every design task.,a9d65213c51df338ac9261ada2654f72e9201f09fdad7062ae73e4c7d2387ddd,
.claude/memory/AUTONOMOUS_WORKFLOW.md,desigjn-toolkit,memory,intake,7411,1. Load anti-slop skill — Invoke frontend-aesthetics skill before any design work. This breaks Claude out of distributio,e8958fe0ad5907fb66847cbe86ba9bc3fb7fc91d37965ef43ae8123589ed461b,
.claude/memory/CLIENT_MIGRATION_WORKFLOW.md,desigjn-toolkit,memory,intake,4030,"Client has an existing website that needs to be replaced while preserving all current functionality, SEO rankings, URLs,",5930bef13596bc1362ca9e3b03541b9b54e283855a4124f7967b32dbe180ec0c,
.claude/memory/ANTI_PATTERNS.md,desigjn-toolkit,memory,intake,7737,| Pattern | Why Bad | Fix |,a4469fe682dcb2d67b9d6bbdf218ec3c90d98cc0a6953528f44b18d8113e25a4,
.claude/memory/MAINTENANCE_WORKFLOW.md,desigjn-toolkit,memory,intake,3592,"After a client site is delivered and the client requests a change. Every change, regardless of size, follows this workfl",de28c07e98c5a382372ea80408fd37306351a61d823d38ae1b1bbc9b81f5a380,
.claude/memory/COMPONENT_REGISTRY.md,desigjn-toolkit,memory,intake,9405,| Component | File | Variants | Test | Story | Usage |,626c92ee19e9b8abd187d212dc79131a2fa84e4e4bb7516a3080d174a318451a,
.claude/memory/REFERENCE_INDEX.md,desigjn-toolkit,memory,intake,6245,21 reference repositories in refs/. Organized by when to consult them during the design/build process.,a4d166661072168e81808436606d0935394fa035d86d18ad1254d6c0424c5304,
.claude/memory/DISTINCTIVENESS_TECHNIQUES.md,desigjn-toolkit,memory,intake,4011,AI converges toward the statistical mean of its training data. These techniques force it out of the convergence zone. Fr,fa9fdaa11ddc6687fcaa7afb81b5d70900ca816b2c55273268f3addaae30e37b,
.claude/memory/INDUSTRY_TEMPLATES.md,desigjn-toolkit,memory,intake,4114,"Pages: Home, Menu, About, Reservations, Contact, Gallery",1b4ce89417aadcb7ab2d1ac6901ac3d8f9ed8f60bb2f0ccc4a138c0eb1614e9d,
.claude/memory/CLIENT_ONBOARDING.md,desigjn-toolkit,memory,intake,3055,Ask these BEFORE designing. Extract answers into a design brief.,dbdf967a50757fb96efa30a9b98b506e49dd70fe5524cf3e6b7ad3e3886c6069,
.claude/memory/CMS_INTEGRATION.md,desigjn-toolkit,memory,intake,2723,"Client site is built and delivered. Client needs to edit content (text, images, products, hours) without touching code. ",9d212e6d53070df7db864bf1e2ebb2e7d42c79e2f3871afe814139368a4d30bf,
EXTRACT/,desigjn-toolkit,scaffold,build,9540883,Application scaffold with build config at EXTRACT/,c2a59ff1453adf56c9825922f2e0ffd6b106fd3cab94db1ad5722b89a3b0d686,
scripts/generate-sitemap.js,desigjn-toolkit,script,build,2444,Scans src/app/ for page.tsx files and generates public/sitemap.xml,af2a2fa9a0135b46ce2018dc1d2dc200524114cc91ae06b92581fc3c218d72f8,
scripts/click-path-audit.sh,desigjn-toolkit,script,build,2351,"echo ""=== Click Path Audit ===""",fc62be5b1c55dc66537c32522eea6566f4fe922f0bde7ec6bec6bbf90c809ded,
scripts/visual-audit.sh,desigjn-toolkit,script,build,3693,"readonly OUTDIR=""$(dirname ""$0"")/../design-assets/qa/$(date +%Y%m%d-%H%M%S)""",875d6dc11bc52e39a75ea85d922fd47d1f77d9b38a03d49b3121274627729baa,
scripts/project-health.sh,desigjn-toolkit,script,build,1567,"readonly SCRIPTDIR=""$(cd ""$(dirname ""$0"")"" && pwd)""",4ab07dab26c2e06e704f5e14909dcfeb45170ec7454e2cbd804b437975d25c44,
scripts/screenshot.sh,desigjn-toolkit,script,build,571,"echo ""Taking screenshots of $URL...""",70872a910483ebc324198d8fb22acbd20690dfff70b3ff46e0bae9947d5cc209,
scripts/create-project.sh,desigjn-toolkit,script,build,5227,"if [[ -z ""$PROJECTNAME"" || -z ""$INDUSTRY"" ]]; then",c2dccf5616df43609ce54f93711233f8195522f6f50f04c293700491716dc80f,
scripts/quality-check.sh,desigjn-toolkit,script,build,794,"echo ""=== Design Toolkit Quality Gates ===""",69cebed2eaec811c2836938c114226ace1919175a614149589a8f84939ad0b4a,
scripts/verify-site.sh,desigjn-toolkit,script,build,4797,"readonly SCRIPTDIR=""$(cd ""$(dirname ""$0"")"" && pwd)""",c91024ef84da27c91149af6cde41ed1d86acdfa57a6dc36c4b9deb9cdb2dca42,
scripts/dev.sh,desigjn-toolkit,script,build,307,"echo ""Starting design toolkit dev server...""",4ac90d2d2c115394db1503a50084a7a5a6f47d08f5ff2854b4f44fcd0ad348c1,
refs/design.md/,desigjn-toolkit,exemplar,discovery,511533,Cloned reference repo: design.md,96a7ad58088bd557edfd33b7c98e65029438be43fc4b5f794a88c545b90e427a,
refs/open-design/,desigjn-toolkit,exemplar,discovery,107103567,Cloned reference repo: open-design,fcb9ce02fc974308435332c04841913f6d749c2e1f069b88361a4f6e98c7cf57,
refs/animate.css/,desigjn-toolkit,exemplar,discovery,636146,Cloned reference repo: animate.css,9727674f09a854f815b2efd2d5a7d44094f8f210164d39e18cc35bc2e30126ea,
refs/stitch-skills/,desigjn-toolkit,exemplar,discovery,249141,Cloned reference repo: stitch-skills,f8e7680e1edbd9dd811bcac2b83ce3edc45cddb2202dbafeb9afbad4bb1f04f1,
refs/impeccable/,desigjn-toolkit,scaffold,build,33729470,Application scaffold with build config at refs/impeccable/,588acc8fa3d34e7b6896a9422831209ccc2c0370b0cb4dcd6f6508d5c0b82e87,
refs/awesome-shadcn-ui/,desigjn-toolkit,scaffold,build,1496688,Application scaffold with build config at refs/awesome-shadcn-ui/,d9a5ca78a9f30f97bb90265e5124f6d012fe79153172e4924d1322129547a18d,
refs/awesome-design-md/,desigjn-toolkit,exemplar,discovery,1877485,Cloned reference repo: awesome-design-md,2051f38f9a9fcbb29053a341528a00028ca49c4ace03c42e1fdd1747428583dc,
refs/ui-ux-pro-max-skill/,desigjn-toolkit,exemplar,discovery,11121351,Cloned reference repo: ui-ux-pro-max-skill,63e555db5b3d7c558d59df3475924e7ca7c836d0ae96d0e1a7aa18eb1777b6b5,
refs/magicui/,desigjn-toolkit,exemplar,discovery,11350711,Cloned reference repo: magicui,d3e2c64c403e719848b64c90f1df9c36b929293a41039d40c1222a2c74554969,
refs/design-blocks/,desigjn-toolkit,exemplar,discovery,129521199,Cloned reference repo: design-blocks,fe19d2b50b2a33c576f9cb84a3013ae968365d41f88dc1741a35ca391df470be,
refs/huashu-design/,desigjn-toolkit,exemplar,discovery,32601969,Cloned reference repo: huashu-design,2e3e304bdddcad42cd0170418def26c9129098b026683e3ee7ec80fee1eff73a,
refs/gsap-skills/,desigjn-toolkit,exemplar,discovery,148588,Cloned reference repo: gsap-skills,aebbc78f9f8cbb44fc79b913599424a755188cefdd34bdfbd2e53bf8287d55bb,
refs/browser-harness/,desigjn-toolkit,exemplar,discovery,1718519,Cloned reference repo: browser-harness,0ecc9e6955b95372a3126be781ea410e6436a91d391b54856d8c12fa66f31f94,
refs/Front-End-Checklist/,desigjn-toolkit,exemplar,discovery,82136,Cloned reference repo: Front-End-Checklist,2d41f3117844ad4a6927c4cb6dbc048eb1b8ab66d6ad6059d8d49faad9958061,
refs/Scrapling/,desigjn-toolkit,exemplar,discovery,4027652,Cloned reference repo: Scrapling,7502db9d08a5d395c6ffe413de92aa8d147f82278dfcd2731104e80ca882b6ee,
refs/open-lovable/,desigjn-toolkit,scaffold,build,2887500,Application scaffold with build config at refs/open-lovable/,8ea9a9f2090ea299708a7b20dbd8c5734af926998cd99b91562e520fced94399,
refs/web-check/,desigjn-toolkit,scaffold,build,32511886,Application scaffold with build config at refs/web-check/,12e109ce1d47e9d14241ec21aa44e78451d3a5b9e7349fc0b847b96efbad2fa4,
refs/ai-website-cloner-template/,desigjn-toolkit,scaffold,build,1492956,Application scaffold with build config at refs/ai-website-cloner-template/,e9e566dba06b2ac8b4c9197821add5469fe7d07a975e15bd6473b183c1e34e76,
refs/taste-skill/,desigjn-toolkit,exemplar,discovery,2833919,Cloned reference repo: taste-skill,a0e16d7e4787f390e59beadaadefa538351ef0423d78faca5dc447ece3200e2f,
refs/react-bits/,desigjn-toolkit,scaffold,build,81769533,Application scaffold with build config at refs/react-bits/,0544def0838ca8d65dc7084a8d51fb7cd632eb7f0f4ce11dd40316a856570a4b,
refs/Front-End-Performance-Checklist/,desigjn-toolkit,exemplar,discovery,91033,Cloned reference repo: Front-End-Performance-Checklist,0f0db1239452fa91bee19f8cb6104843204d36bbe40dbe7f9d821dd6d8bdd652,
site/,desigjn-toolkit,scaffold,build,1484733,Application scaffold with build config at site/,d8e67ef38da1dcc00364b96bb32d78108c35fa20a0d82f3cb962d2cfd450edfc,
design-assets/templates/distant-matter/README.md,desigjn-toolkit,doc,intake,1718,Built 2026-05-05. One-page scroll electronic music artist site.,e03933ee5a69eb1e4b3758bc2a7f96bfbd0cb72e010fdf8ad1272c41b61c1638,
ONBOARDING.md,gsd-design,doc,intake,10677,"You just landed in this workspace (human or AI). This is the fastest path to ""doing useful work.""",8b4db64fafd2239622863e420a7a7184e48a7f183393ab43ae09bb04a00d2f4d,
WORKSPACE.md,gsd-design,doc,intake,15570,A multi-site playground configured for AI-driven website design at production quality.,d5209987f707fca4db61ff3df3db8a9164d98b43c0ca7b16d25bb835adc700eb,
.mcp.json,gsd-design,settings,intake,1431,"""args"": [""npx"", ""-y"", ""@browserbasehq/mcp-server-browserbase""],",b2c9af6ca3eb6f8d85491dc1abf95423e91897e82e46db5ce0146559bf851bd5,
PLAYBOOKS.md,gsd-design,doc,intake,14482,"Copy-paste workflows for common design tasks. Each playbook lists the agents to dispatch, the order, and what parallel/s",0ba6e7d33532f0c6401b19393c5f3d47a792d2742dbcf0293cfbea41fee75c39,
MOBILE.md,gsd-design,doc,intake,10348,"Mobile is the primary surface, not a responsive afterthought. Every site here ships exceptional on iPhone SE through Pro",06dd75e13817047fc540ecea6edb1fa7676f4b6db2c6676ef71fb6b5f580a04b,
CLAUDE.md,gsd-design,doc,intake,16149,Multi-site website-design workspace. Production-grade output is the bar; AI-slop is the failure mode. Mobile is the prim,e2a9188ed7c2546f5bcd4d0c48b3dcc54377589c670366b1af5e2c7249c1c4fa,
QUALITY.md,gsd-design,quality-doc,quality,10245,"Single source of truth for what ""ready to ship"" means in this workspace. Every site inherits this. Every agent points he",2fa846d270a0f08eba078cdea843f883cc2ff672986c0d22c71d002db7323a73,
TOOLS.md,gsd-design,doc,intake,9600,Canonical reference for what's installed at the workspace level and how to choose between a CLI and an MCP for a given t,7826ac33c35fb21f214942d26acab3b85f960b286a7b18ec06f5e4cc75c5981a,
bin/scaffold-site.sh,gsd-design,script,build,21666,"readonly SCRIPTDIR=""$( cd ""$( dirname ""${BASHSOURCE[0]}"" )"" && pwd )""",efe00016c36b32195ccac03f737b8c48a1a698c1d99092fcc1fa516764aeba1c,
bin/crawl4ai,gsd-design,other,build,104,"exec /Users/kylemetzger/.veritas-venv/bin/python -m crawl4ai ""$@""",eb1eb621e389a2c8bd3029bd07d5c51a3e93f8fd571f6ae7131061bb3e3b3b56,
bin/advance-phase.sh,gsd-design,script,build,16468,"readonly SCRIPTDIR=""$( cd ""$( dirname ""${BASHSOURCE[0]}"" )"" && pwd )""",30055ecd4e62c85343e14905933ef1194aca6c4116f63a3c06a76f292206aa70,
bin/project-status.sh,gsd-design,script,build,4491,"readonly SCRIPTDIR=""$( cd ""$( dirname ""${BASHSOURCE[0]}"" )"" && pwd )""",e421e2259e7baecfb0550d89a7ace70e6e010e24a5e8e1c898ac1aaf40a47799,
bin/run-mcp.sh,gsd-design,script,build,363,"WORKSPACEROOT=""$(cd ""$(dirname ""${BASHSOURCE[0]}"")/.."" && pwd)""",52e751474cb64aab490b2ee5c4804799a6bb247b3946c8c2946cbda33af6c696,
.claude/skills/gamified-app/SKILL.md,gsd-design,skill,build,4456,A multi-frame gamified mobile-app prototype — three phone frames on a dark,5762e9e93d53f088277654118bc591bacfa91c8f54aa3e73fe4a577200b59d87,
.claude/skills/image-poster/SKILL.md,gsd-design,skill,build,3474,"Single-image generation skill for posters, key art, and editorial",2b01635910567bb41aad9cd8052ca2490abaeeb5278c1ecad18b12b953dfcfbe,
.claude/skills/web-prototype/SKILL.md,gsd-design,skill,build,4162,"Produce a single, self-contained HTML prototype using the bundled seed and layout library — not by writing CSS from scra",b8fdd56defdfe3081f6fe76d325fab4b7739a58b2550ace67f2cf0ab149288a5,
.claude/skills/web-prototype/references/layouts.md,gsd-design,skill,build,10653,8 paste-ready section skeletons. Drop into of assets/template.html. Don't write sections from scratch — pick the closest,2603a66c33c4e94153f9d290c314d28b9da7b736a1a4b13ab39599f85d8036bb,
